num,svn_id,real_name,project_name,role_on_project,organization
1567,jukka,Jukka Zitting,Apache Jackrabbit,Committer,Adobe
1764,jukka,Jukka Zitting,Apache Sling,Mentor,Day Software 
2622,juliaw,Julia Wang,REEF,NA,Microsoft
2117,jhyde,Julian Hyde,Calcite,NA,Hortonworks
561,reschke,Julian Reschke,Apache Jackrabbit,Committer,greenbytes GmbH
2483,reschke,Julian Reschke,Jackrabbit,NA,greenbytes GmbH
1576,reschke,Julian Reschke,Apache Jackrabbit,Committer,greenbytes GmbH
662,julien,Julien Le Dem,Apache Pig,PMC member,Twitter
674,julien,Julien Le Dem,Apache Pig,Committer,Twitter
2615,julien,Julien Le Dem,Pig,NA,Twitter
1666,julien,Julien Le Dem,Apache PIG,PMC member,Twitter 
417,jnioche,Julien Nioche,Apache Gora,Committer,DigitalPebble
1395,jnioche,Julien Nioche,Apache Gora,Committer Emeritus,DigitalPebble
1346,ju1346,Jun Jie Cai 'Jack',Apache Geronimo,Committer,IBM 
2258,ju2258,"Jun Jie Cai ""Jack""",Geronimo,NA,IBM
2333,junping_du,Junping Du,Hadoop,NA,Hortonworks
553,justin,Justin Edelson,Apache Jackrabbit,Committer,Adobe
2475,justin,Justin Edelson,Jackrabbit,NA,Adobe
759,justin,Justin Edelson,Apache Sling,Committer,Adobe
766,justin,Justin Edelson,Apache Sling,PMC,Adobe
1568,justin,Justin Edelson,Apache Jackrabbit,Committer,Adobe
1750,justin ,Justin Edelson,Apache Sling,Java Developer,Adobe 
1760,justin ,Justin Edelson,Apache Sling,PMC,Adobe 
2192,Jason van Zyl,jvanzyl,Db,NA,Zenplex
2193,Knut Anders Hatlen,kahatlen,Db,NA,Oracle
2317,drankye,Kai Zheng,Hadoop,NA,Intel
501,kzhang,Kan Zhang,Apache Hadoop,Committer,IBM
855,kzhang,Kan Zhang,Apache Ambari,Committer,IBM
856,kzhang,Kan Zhang,Apache Ambari,PMC,IBM
956,kzhang,Kan Zhang,Apache Ambari,PMC,IBM
1990,kzhang,Kan Zhang,Ambari,NA,IBM
2335,kzhang,Kan Zhang,Hadoop,NA,IBM
1496,kzhang,Kan Zhang,Apache Hadoop,Committer,IBM 
429,kannan,Kannan Muthukkaruppan,Apache Hbase,Committer,Facebook
2391,kannan,Kannan Muthukkaruppan,HBase,NA,Facebook
1406,kannan,Kannan Muthukkaruppan,Apache HBase,Committer,Facebook 
805,kve,Karel Vervaeke,Apache Whirr,Committer,Outerthought
1850,kve,Karel Vervaeke,Apache Whirr,committer,Outerthought
2334,kasha,Karthik Kambatla,Hadoop,NA,Cloudera
1493,kasha,Karthik Kambatla,Apache Hadoop,Committer,Cloudera 
430,karthik,Karthik Ranganathan,Apache Hbase,Committer,Facebook
2392,karthik,Karthik Ranganathan,HBase,NA,Facebook
1407,karthik,Karthik Ranganathan,Apache HBase,Committer,Facebook 
781,kasun,Kasun Samarasinghe,Apache Synapse,Committer,University of Colombo
1776,kasun,Kasun Samarasinghe,Apache Synapse,Committer,University of Colombo
2739,kasun,Kasun Samarasinghe,Synapse,NA,University of Colombo
2722,kathleen,Kathleen Ting,Sqoop,NA,Cloudera
1373,kaz,Kazuomi Kashii,Apache Gora,Committer,Healthline Networks
1387,kaz,Kazuomi Kashii,Apache Gora,PMC,Healthline Networks
2291,kaz,Kazuomi Kashii,Gora,NA,Healthline Networks
149,keithc,Keith Chapman,Apache Axis,Committer,WSO2
1136,keithc,Keith Chapman,Apache Axis2,Committer,WSO2
3,kturner,Keith Turner,Apache Accumulo,PMC,Peterson Technologies
5,kturner,Keith Turner,Apache Accumulo,Committer,Peterson Technologies
418,kturner,Keith Turner,Apache Gora,Committer,Peterson Technologies
999,kturner,Keith Turner,Apache Accumulo,PMC,Peterson Technologies
1004,kturner,Keith Turner,Apache Accumulo,Committer,Peterson Technologies
1374,kturner,Keith Turner,Apache Gora,Committer,Peterson Technologies
1388,kturner,Keith Turner,Apache Gora,PMC,Peterson Technologies
1884,kturner,Keith Turner,Accumulo,NA,Peterson Technologies
2292,kturner,Keith Turner,Gora,NA,Peterson Technologies
352,ke0352,Ken Coar,Apache Geronimo,PMC,IBM
396,ke0353,Ken Coar,Apache Geronimo,Committer,IBM
2259,ke0354,Ken Coar,Geronimo,NA,IBM
1348,ke0355,Ken Coar,Apache Geronimo,Committer,IBM 
2105,kevan,Kevan Miller,BVal,NA,IBM
71,kevan,Kevan Miller,Apache Aries,PMC,IBM
365,kevan,Kevan Miller,Apache Geronimo,PMC Chair,IBM
409,kevan,Kevan Miller,Apache Geronimo,Committer,IBM
1050,kevan,Kevan Miller,Apache Aries,PMC,IBM
1152,kevan,Kevan Miller,Apache BVal,PMC,IBM
1347,kevan,Kevan Miller,Apache Geronimo,Committer,IBM 
175,kevan,Kevan Miller,Apache Bean Validation,PMC,IBM 
186,kevan,Kevan Miller,Apache Bean Validation,Committer,IBM 
193,kevan,Kevan Miller,Apache Bean Validation,Mentor,IBM 
2508,kminder,Kevin Minder,Knox,NA,Hortonworks
631,ke0631,Kevin Sutter,Apache OpenJPA,PMC,IBM
647,ke0632,Kevin Sutter,Apache OpenJPA,Committer,IBM
1646,ke0633,Kevin Sutter,Apache OpenJPA,Committer,IBM
1657,ke0634,Kevin Sutter,Apache OpenJPA,PMC,IBM
2593,ke0635,Kevin Sutter,OpenJPA,NA,IBM
2438,kevinwilfong,Kevin Wilfong,Hive,NA,Facebook
1539,kevinwilfong,Kevin Wilfong,Apache Hive,Committer,Facebook
499,kihwal,Kihwal Lee,Apache Hadoop,Committer,Yahoo!
1438,kihwal,Kihwal Lee,Apache Hadoop,PMC,Yahoo! 
1494,kihwal,Kihwal Lee,Apache Hadoop,Committer,Yahoo! 
2560,kiran,Kiran Chitturi,Nutch,NA,LucidWorks
74,ki0074,Kiril Mitov,Apache Aries,PMC,SAP
1053,ki1053,Kiril Mitov,Apache Aries,PMC,SAP
2078,ki2078,Kiril Mitov,Aries,NA,SAP
2194,Kathey Marsden,kmarsden,Db,NA,IBM
500,knoguchi,Koji Noguchi,Apache Hadoop,Committer,Yahoo!
1495,knoguchi,Koji Noguchi,Apache Hadoop,Committer,Yahoo! 
2312,cos,Konstantin Boudnik,Hadoop,NA,WANdisco
2455,cos,Konstantin Boudnik,Ignite,NA,WANdisco
1170,cos,Konstantin Boudnik,Apache Bigtop,committer,WANdisco 
1473,cos,Konstantin Boudnik,Apache Hadoop,Committer,WANdisco 
264,ko0264,Konstantin Shaposhnikov,Apache Commons Configuration,Contributor,scand.com
1270,ko0265,Konstantin Shaposhnikov,Apache Commons Configuration,Contributor,scand.com
460,shv,Konstantin Shvachko,Apache Hadoop,PMC,WANdisco
512,shv,Konstantin Shvachko,Apache Hadoop,Committer,WANdisco
2349,shv,Konstantin Shvachko,Hadoop,NA,WANdisco
1445,shv,Konstantin Shvachko,Apache Hadoop,PMC,WANdisco 
1506,shv,Konstantin Shvachko,Apache Hadoop,Committer,WANdisco 
2027,kr2027,Krisztian Horvath,Ambari,NA,Hortonworks
619,lwaterman,Lance Waterman,Apache ODE,PMC,Sybase
623,lwaterman,Lance Waterman,Apache ODE,Committer,Sybase
1626,lwaterman,Lance Waterman,Apache ODE,PMC,Sybase 
1630,lwaterman,Lance Waterman,Apache ODE,Developer,Sybase 
2338,lmccay,Larry McCay,Hadoop,NA,Hortonworks
2509,lmccay,Larry McCay,Knox,NA,Hortonworks
431,larsgeorge,Lars George,Apache Hbase,Committer,Cloudera
796,larsgeorge,Lars George,Apache Whirr,PMC,Cloudera
804,larsgeorge,Lars George,Apache Whirr,Committer,Cloudera
1851,larsgeorge,Lars George,Apache Whirr,committer,Cloudera
1860,larsgeorge,Lars George,Apache Whirr,PMC,Cloudera
2393,larsgeorge,Lars George,HBase,NA,Cloudera
1408,larsgeorge,Lars George,Apache HBase,Committer,Cloudera 
2164,lhein,Lars Heinemann,Camel,NA,Red Hat
720,lhein,Lars Heinemann,Apache ServiceMix,Committer,FuseSource
736,lhein,Lars Heinemann,Apache ServiceMix,PMC,FuseSource
2685,lhein,Lars Heinemann,ServiceMix,NA,FuseSource
228,lhein,Lars Heinemann,Apache Camel,Contributor,FuseSource 
1602,lhein,Lars Heinemann,Apache Karaf,NA,FuseSource
1706,lhein,Lars Heinemann,Apache ServiceMix,Committer,FuseSource 
1723,lhein,Lars Heinemann,Apache ServiceMix,PMC,FuseSource 
839,lmandel,Lawrence Mandel,Apache Woden,Committer,IBM
1868,lmandel,Lawrence Mandel,Apache Woden,Committer,IBM 
72,le0072,Lei 'Rex' Wang,Apache Aries,Contributor,IBM
2076,le2076,"Lei ""Rex"" Wang",Aries,NA,IBM
1051,le1051,Lei Rex Wang,Apache Aries,Contributor,IBM
353,le0353,Lei SO Wang 'Rex',Apache Geronimo,PMC,IBM
397,le0397,Lei SO Wang 'Rex',Apache Geronimo,Committer,IBM
1349,le1349,Lei SO Wang 'Rex',Apache Geronimo,Committer,IBM 
2260,le2260,"Lei SO Wang ""Rex""",Geronimo,NA,IBM
2336,lei,Lei Xu,Hadoop,NA,Cloudera
2649,le2649,Lenni Kuff,Sentry,NA,Cloudera
1375,lewismc,Lewis John McGibbney,Apache Gora,Committer,Stanford University
1389,lewismc,Lewis John McGibbney,Apache Gora,PMC Chair,Stanford University
2293,lewismc,Lewis John McGibbney,Gora,NA,NASA JPL
2558,lewismc,Lewis John McGibbney,Nutch,NA,NASA JPL
2323,gtcarrera9,Li Lu,Hadoop,NA,Hortonworks
2440,lirui,Li Rui,Hive,NA,Intel
354,li0354,Lin Quan Jiang 'Shawn',Apache Geronimo,PMC,IBM
398,li0398,Lin Quan Jiang 'Shawn',Apache Geronimo,Committer,IBM
1350,li1350,Lin Quan Jiang 'Shawn',Apache Geronimo,Committer,IBM 
2261,li2261,"Lin Quan Jiang ""Shawn""",Geronimo,NA,IBM
73,li0073,Lin Sun,Apache Aries,PMC,IBM
355,li0073,Lin Sun,Apache Geronimo,PMC,IBM
399,li0073,Lin Sun,Apache Geronimo,Committer,IBM
1052,li0073,Lin Sun,Apache Aries,PMC,IBM
2077,li0073,Lin Sun,Aries,NA,IBM
2262,li0073,Lin Sun,Geronimo,NA,IBM
1351,li0073,Lin Sun,Apache Geronimo,Committer,IBM 
437,liyin,Liyin Tang,Apache Hbase,Committer,Facebook
2394,liyin,Liyin Tang,HBase,NA,Facebook
1417,liyin,Liyin Tang,Apache HBase,Committer,Facebook 
2337,lohit,Lohit Vijayarenu,Hadoop,NA,Twitter
2106,Luciano Resende,lresende,BVal,NA,IBM
1153,lresende,Luciano Resende,Apache BVal,PMC,IBM
176,lresende,Luciano Resende,Apache Bean Validation,PMC,IBM 
187,lresende,Luciano Resende,Apache Bean Validation,Committer,IBM 
502,llu,Luke Lu,Apache Hadoop,Committer,IBM
992,umagesh,Magesh Umasankar,Apache ANT,PMC,Metamach Solutions
454,mahadev,Mahadev Konar,Apache Hadoop,PMC,Hortonworks
503,mahadev,Mahadev Konar,Apache Hadoop,Committer,Hortonworks
857,mahadev,Mahadev Konar,Apache Ambari,Committer,Hortonworks
858,mahadev,Mahadev Konar,Apache Ambari,PMC,Hortonworks
957,mahadev,Mahadev Konar,Apache Ambari,PMC,Hortonworks
1991,mahadev,Mahadev Konar,Ambari,NA,Hortonworks
2339,mahadev,Mahadev Konar,Hadoop,NA,Hortonworks
2514,mahadev,Mahadev Konar,Knox,NA,Hortonworks
2781,mahadev,Mahadev Konar,Zookeeper,NA,Hortonworks
1439,mahadev,Mahadev Konar,Apache Hadoop,PMC,Hortonworks 
1497,mahadev,Mahadev Konar,Apache Hadoop,Committer,Hortonworks 
2284,maja,Maja Kabiljo,Giraph,NA,Facebook
2515,mkononenko,Maksim Kononenko,Knox,NA,Hortonworks
237,medgar,Malcolm Edgar,Apache Click,Chair,Avoka Technologies
239,medgar,Malcolm Edgar,Apache Click,Committer,Avoka Technologies
1239,medgar,Malcolm Edgar,Apache Click,Chair,Avoka Technologies 
2551,muthaman,Mamallan Uthaman,MyFaces,NA,Oracle
2195,Mamta,mamta,Db,NA,IBM
2263,ma2263,Manu George,Geronimo,NA,IBM
1352,ma1352,Manu George,Apache Geronimo,Committer,IBM 
557,mreutegg,Marcel Reutegger,Apache Jackrabbit,Committer,Adobe
2479,mreutegg,Marcel Reutegger,Jackrabbit,NA,Adobe
1572,mreutegg,Marcel Reutegger,Apache Jackrabbit,Committer,Adobe
2712,ma2712,Marcelo Vanzin,Spark,NA,Cloudera
41,ma0041,Marco Buss,ActiveMQ,Contributor,product + concept
1199,ma1199,Marco Buss,Apache Camel,Contributor,product + concept
1938,ma1938,Marco Buss,ActiveMQ,NA,product + concept
2165,ma2165,Marco Buss,Camel,NA,product + concept
229,ma0229,Marco Buss,Apache Camel,Contributor,product + concept 
898,mdisabatino,Marco Di Sabatino Di Diodoro,Apache Syncope,Committer,Tirasa
899,mdisabatino,Marco Di Sabatino Di Diodoro,Apache Syncope,PMC,Tirasa
2751,mdisabatino,Marco Di Sabatino Di Diodoro,Syncope,NA,Tirasa
1788,mdisabatino,Marco Di Sabatino Di Diodoro,Apache Syncope,PMC member,Tirasa 
2628,mariia,Mariia Mykhailova,REEF,NA,Microsoft
332,imario,Mario Ivankovits,Apache Commons VFS,Committer,OPS EDV Gmbh
614,imario,Mario Ivankovits,Apache MyFaces,PMC,OPS EDV GmbH
792,imario,Mario Ivankovits,Apache Tobago,PMC,OPS EDV GmbH
1317,imario,Mario Ivankovits,Apache Commons VFS,Committer,OPS EDV Gmbh
1619,imario,Mario Ivankovits,Apache MyFaces,PMC,OPS EDV GmbH
2544,imario,Mario Ivankovits,MyFaces,NA,OPS EDV GmbH
1806,imario,Mario Ivankovits,Apache Tobago,PMC,OPS EDV GmbH 
376,ma0376,Mark DeLaFranier,Apache Geronimo,Committer,IBM
1939,ma1939,Mark Frazier,ActiveMQ,NA,Savoir Technologies
2650,ma2650,Mark Grover,Sentry,NA,Cloudera
75,ma0075,Mark Nuttall,Apache Aries,PMC,IBM
1054,ma1054,Mark Nuttall,Apache Aries,PMC,IBM
2079,ma2079,Mark Nuttall,Aries,NA,IBM
270,markt,Mark Thomas,Apache Commons DBCP,Committer,Apache Software Foundation
2616,mwagner,Mark Wagner,Pig,NA,LinkedIn
249,mdahm,Markus Dahm,Apache Commons BCEL,Committer,it-frameworksolutions
1241,mdahm,Markus Dahm,Apache Commons BCel,Committer,it-frameworksolutions
2620,weimer,Markus Weimer,REEF,NA,Microsoft
1952,mpierce,Marlon Pierce,Airavata,NA,Indiana University
554,martijnh,Martijn Hendriks,Apache Jackrabbit,Committer,GX
2476,martijnh,Martijn Hendriks,Jackrabbit,NA,GX
1569,martijnh,Martijn Hendriks,Apache Jackrabbit,Committer,GX
330,martinc,Martin Cooper,Apache Commons SCXML,Committer,Apache Software Foundation
1022,martinc,Martin Cooper,Apache Archiva,Committer,ASF
749,ma0749,Martin Krasser,Apache ServiceMix,Contributor,InterComponentWare AG
2700,ma2700,Martin Krasser,ServiceMix,NA,InterComponentWare AG
1736,ma1736,Martin Krasser,Apache ServiceMix,Contributor,InterComponentWare AG
258,mpoeschl,Martin Poeschl,Apache Commons Configuration,Committer,tucana.at
268,mpoeschl,Martin Poeschl,Apache Commons DBCP,Committer,tucana.at
827,mpoeschl,Martin Poeschl,Apache Torque,Committer,Tucana.at
1813,mpoeschl,Martin Poeschl,Apache Torque,Java Developer,Tucana.at
1256,mpoeschl,Martin Poeschl,Apache Commons Configuration,Java Developer,tucana.at 
1264,mpoeschl,Martin Poeschl,Apache Commons Configuration,Committer,tucana.at 
1274,mpoeschl,Martin Poeschl,Apache Commons DBCP,Committer,tucana.at 
1245,mvdb,Martin van den Bemt,Apache Commons Betwixt,Committer,mvdb.com 
2602,ma2602,Maryann Xue,Phoenix,NA,Intel
2118,maryannxue,Maryann Xue,Calcite,NA,Intel
900,massi,Massimiliano Perrone,Apache Syncope,PMC,Tirasa
901,massi,Massimiliano Perrone,Apache Syncope,Committer,Tirasa
2752,massi,Massimiliano Perrone,Syncope,NA,Tirasa
1789,massi,Massimiliano Perrone,Apache Syncope,PMC member,Tirasa 
42,ma0042,Mathew Kuppe,ActiveMQ,Contributor,360 Treasury Systems
1200,ma1200,Mathew Kuppe,Apache Camel,Contributor,360 Treasury Systems
1940,ma1940,Mathew Kuppe,ActiveMQ,NA,360 Treasury Systems
2166,ma2166,Mathew Kuppe,Camel,NA,360 Treasury Systems
230,ma0230,Mathew Kuppe,Apache Camel,Contributor,360 Treasury Systems 
1154,mbenson,Matt Benson,Apache BVal,PMC Chair,Permanent General Assurance Co
177,mbenson,Matt Benson,Apache Bean Validation,PMC,Permanent General Assurance Co
188,mbenson,Matt Benson,Apache Bean Validation,Committer,Permanent General Assurance Co
192,mbenson,Matt Benson,Apache Bean Validation,PMC Chair,Permanent General Assurance Co
2547,mcooper,Matt Cooper,MyFaces,NA,Oracle
455,mattf,Matt Foley,Apache Hadoop,PMC,Hortonworks
504,mattf,Matt Foley,Apache Hadoop,Committer,Hortonworks
2340,mattf,Matt Foley,Hadoop,NA,Hortonworks
1440,mattf,Matt Foley,Apache Hadoop,PMC,Hortonworks 
1498,mattf,Matt Foley,Apache Hadoop,Committer,Hortonworks 
2686,hogstrom,Matt Hogstrom,ServiceMix,NA,IBM
721,ma0721,Matt Hogstrom,Apache ServiceMix,Committer,IBM
737,ma0737,Matt Hogstrom,Apache ServiceMix,PMC,IBM
1707,hogstrom,Matt Hogstrom,Apache ServiceMix,Committer,IBM 
1724,hogstrom,Matt Hogstrom,Apache ServiceMix,PMC,IBM 
696,mlovett,Matt Lovett,Apache Sandesha,Committer,IBM
1681,mlovett,Matt Lovett,Apache Sandesha,Committer,IBM
85,massie,Matt Massie,Apache Avro,Committer,Cloudera
2447,mmccline,Matt McCline,Hive,NA,Hortonworks
356,ma0356,Matt R. Hogstrom,Apache Geronimo,PMC,IBM
400,ma0400,Matt R. Hogstrom,Apache Geronimo,Committer,IBM
439,mbertozzi,Matteo Bertozzi,Apache Hbase,Committer,Cloudera
2396,mbertozzi,Matteo Bertozzi,HBase,NA,Cloudera
1419,mbertozzi,Matteo Bertozzi,Apache HBase,Committer,Cloudera 
835,duftler,Matthew Duftler,Apache Woden,Committer,IBM
1864,duftler,Matthew Duftler,Apache Woden,Committer,IBM 
2023,ma2023,Matthew Farrellee,Ambari,NA,Red Hat
2179,mafr,Matthias Friedrich,Crunch,NA,Independent
612,matzew,Matthias Wessendorf,Apache MyFaces,PMC,Kaazing
794,matzew,Matthias Wessendorf,Apache Tobago,PMC,Kaazing
1155,matzew,Matthias Wessendorf,Apache BVal,PMC,Kaazing
1617,matzew,Matthias Wessendorf,Apache MyFaces,PMC,Kaazing
2541,matzew,Matthias Wessendorf,MyFaces,NA,Kaazing
178,matzew,Matthias Wessendorf,Apache Bean Validation,PMC,Kaazing 
189,matzew,Matthias Wessendorf,Apache Bean Validation,Committer,Kaazing 
1804,matzew,Matthias Wessendorf,Apache Tobago,PMC,Kaazing 
2108,Matthias Wessendorf,matzew,BVal,NA,Kaazing
27,mkington,Max Kington,ActiveMQ,Committer,BetFair
932,mkington,Max Kington,Apache ActiveMQ,Committer,BetFair
1924,mkington,Max Kington,ActiveMQ,NA,BetFair
2548,mstarets,Max Starets,MyFaces,NA,Oracle
2107,Matt Benson,mbenson,BVal,NA,Permanent General Assurance Co
2723,mengwei,Mengwei Ding,Sqoop,NA,Google
556,meteatamel,Mete Atamel,Apache Jackrabbit,Committer,Adobe
2478,meteatamel,Mete Atamel,Jackrabbit,NA,Adobe
1571,meteatamel,Mete Atamel,Apache Jackrabbit,Committer,Adobe
615,mconcini,Michael Concini,Apache MyFaces,committer,IBM
791,mconcini,Michael Concini,Apache Tobago,committer,IBM
1620,mconcini,Michael Concini,Apache MyFaces,committer,IBM
2550,mconcini,Michael Concini,MyFaces,NA,IBM
1807,mconcini,Michael Concini,Apache Tobago,committer,IBM 
555,mduerig,Michael DÌ_rig,Apache Jackrabbit,Committer,Adobe
2477,mduerig,Michael DÌ_rig,Jackrabbit,NA,Adobe
1570,mduerig,Michael DÌ_rig,Apache Jackrabbit,Committer,Adobe
28,mgaffney,Michael Gaffney,ActiveMQ,Committer,BoxTone
933,mgaffney,Michael Gaffney,Apache ActiveMQ,Committer,BoxTone
1925,mgaffney,Michael Gaffney,ActiveMQ,NA,BoxTone
2564,joyce,Michael Joyce,Nutch,NA,NASA JPL
136,u136,Michael Rheinheimer,Apache Axis,Committer,IBM
1123,u1123,Michael Rheinheimer,Apache Axis2,Committer,IBM
2603,mi2603,Michael Stack,Phoenix,NA,Cloudera
434,stack,Michael Stack,Apache Hbase,Committer,Cloudera
463,stack,Michael Stack,Apache Hadoop,PMC,StumbleUpon
2404,stack,Michael Stack,HBase,NA,Cloudera
1184,stack,Michael Stack,Apache Bigtop,committer,StumbleUpon 
1413,stack,Michael Stack,Apache HBase,Committer,Cloudera 
1448,stack,Michael Stack,Apache Hadoop,PMC,StumbleUpon 
1000,mdrob,Mike Drob,Apache Accumulo,PMC,Cloudera
1005,mdrob,Mike Drob,Apache Accumulo,Committer,Cloudera
1885,mdrob,Mike Drob,Accumulo,NA,Cloudera
761,mykee,Mike MÌ_ller,Apache Sling,Committer,MySign AG
768,mykee,Mike MÌ_ller,Apache Sling,PMC,MySign AG
1753,mykee ,Mike MÌ_ller,Apache Sling,Java Developer,MySign AG 
1763,mykee ,Mike MÌ_ller,Apache Sling,PMC,MySign AG 
2229,mpercy,Mike Percy,Flume,NA,Cloudera
610,mperham,Mike Perham,Apache Maven,Emeritus,IBM
2531,mperham,Mike Perham,Maven,NA,IBM
1616,mperham,Mike Perham,Apache Maven,Emeritus,IBM 
1896,mi1896,Mike Walch,Accumulo,NA,Peterson Technologies
2196,Mike Matrigali,mikem,Db,NA,IBM
2378,antonov,Mikhail Antonov,HBase,NA,Facebook
432,mbautin,Mikhail Bautin,Apache Hbase,Committer,Facebook
2395,mbautin,Mikhail Bautin,HBase,NA,Facebook
1409,mbautin,Mikhail Bautin,Apache HBase,Committer,Facebook 
1953,milinda,Milinda Pathirage,Airavata,NA,Indiana University
2342,mingma,Ming Ma,Hadoop,NA,Twitter
1353,mi1353,Ming Xai 'Forrest',Apache Geronimo,Committer,IBM 
2264,mi2264,"Ming Xai ""Forrest""",Geronimo,NA,IBM
2397,misty,Misty Stanley-Jones,HBase,NA,Cloudera
1553,mithun,Mithun Radhakrishnan,Apache Hive,Committer,Yahoo!
1201,mi1201,Mitko Kolev,Apache Camel,Contributor,InterComponentWare AG
2167,mi2167,Mitko Kolev,Camel,NA,InterComponentWare AG
231,mi0231,Mitko Kolev,Apache Camel,Contributor,InterComponentWare AG 
2109,Mohammad Nour El-Din,mnour,BVal,NA,Thebe Technology
1156,mnour,Mohammad Nour El-Din,Apache BVal,Committer Emeritus,Thebe Technology
179,mnour,Mohammad Nour El-Din,Apache Bean Validation,PMC,Thebe Technology 
190,mnour,Mohammad Nour El-Din,Apache Bean Validation,Committer,Thebe Technology 
309,morgand,Morgan Delagrange,Apache Commons Logging,Committer,Apache
2035,mo2035,Mostafa Mokhtar,Ambari,NA,Hortonworks
2197,Martin Poeschl,mpoeschl,Db,NA,Tucana.at
506,mukund,Mukund Madhugiri,Apache Hadoop,Committer,Yahoo!
1500,mukund,Mukund Madhugiri,Apache Hadoop,Committer,Yahoo! 
2199,Myrna van Lunteren,myrnavl,Db,NA,IBM
958,mpapirkovskyy,Myroslav Papyrkovskyy,Apache Ambari,PMC,Hortonworks
1994,mpapirkovskyy,Myroslav Papyrkovskyy,Ambari,NA,Hortonworks
2198,Martin Zaun,mzaun,Db,NA,Oracle
153,na0153,Nadana Gunarathna,Apache Axis,Contributor,Lanka Software Foundation
1140,na1140,Nadana Gunarathna,Apache Axis2,Contributor,Lanka Software Foundation
2005,smnaha,Nahappan Somasundaram,Ambari,NA,Hortonworks
527,namit,Namit Jain,Apache Hive,Committer,Facebook
1529,namit,Namit Jain,Apache Hive,PMC,Facebook 
95,nandana,Nandana Mihindukulasooriya,Apache Axiom,Committer,WSO2
144,nandana,Nandana Mihindukulasooriya,Apache Axis,Committer,WSO2
1081,nandana,Nandana Mihindukulasooriya,Apache Axiom,Committer,WSO2
1131,nandana,Nandana Mihindukulasooriya,Apache Axis2,Committer,WSO2
959,ncole,Nate Cole,Apache Ambari,PMC,Hortonworks
1995,ncole,Nate Cole,Ambari,NA,Hortonworks
272,arista,Nathan Abramson,Apache Commons EL,Committer,Massachusetts Institute of Tec
1278,arista,Nathan Abramson,Apache Commons El,Committer,Massachusetts Institute of Tec
160,nbubna,Nathan Bubna,Apache Velocity,PMC Member,ESHA Research
165,nbubna,Nathan Bubna,Apache Velocity,Committer,ESHA Research
973,nbubna,Nathan Bubna,Apache Velocity Anakia,PMC Member,ESHA Research
978,nbubna,Nathan Bubna,Apache Velocity Anakia,Java developer,ESHA Research
983,nbubna,Nathan Bubna,Apache Velocity Anakia,Committer,ESHA Research
2776,nbubna,Nathan Bubna,Velocity,NA,ESHA Research
1831,nbubna,Nathan Bubna,Apache Velocity,PMC Member,ESHA Research 
1836,nbubna,Nathan Bubna,Apache Velocity,Java developer,ESHA Research 
2416,navis,Navis Ryu,Hive,NA,NexR
1530,navis,Navis Ryu,Apache Hive,PMC,NexR 
1540,navis,Navis Ryu,Apache Hive,Committer,NexR
43,ne0043,Neil Clayton,ActiveMQ,Contributor,Royal Bank of Scotland
1202,ne1202,Neil Clayton,Apache Camel,Contributor,Royal Bank of Scotland
1941,ne1941,Neil Clayton,ActiveMQ,NA,Royal Bank of Scotland
2168,ne2168,Neil Clayton,Camel,NA,Royal Bank of Scotland
232,ne0232,Neil Clayton,Apache Camel,Contributor,Royal Bank of Scotland 
121,u121,Nicholas Gallardo,Apache Axis,Committer,IBM
1108,u1108,Nicholas Gallardo,Apache Axis2,Committer,IBM
2119,ndimiduk,Nick Dimiduk,Calcite,NA,Hortonworks
2022,ni2022,Nick Dimiduk,Ambari,NA,Hortonworks
1410,ndimiduk,Nick Dimiduk,Apache HBase,Committer,Hortonworks 
2709,ni2709,Nick Pentreath,Spark,NA,IBM
44,ni0044,Nick Reid,ActiveMQ,Contributor,Evolution
1203,ni1203,Nick Reid,Apache Camel,Contributor,Evolution
1942,ni1942,Nick Reid,ActiveMQ,NA,Evolution
2169,ni2169,Nick Reid,Camel,NA,Evolution
233,ni0233,Nick Reid,Apache Camel,Contributor,Evolution 
2765,ni2765,Nicola Baiocco,Syncope,NA,Intesys
267,ni0267,Nicolas De Loof,Apache Commons Configuration,Contributor,Cap Gemini
1273,ni1273,Nicolas De Loof,Apache Commons Configuration,Contributor,Cap Gemini
1165,ni1165,Nicolas Socheleau,Apache Batik,Committer,BitFlash Inc
433,nspiegelberg,Nicolas Spiegelberg,Apache Hbase,Committer,Facebook
2398,nspiegelberg,Nicolas Spiegelberg,HBase,NA,Facebook
1411,nspiegelberg,Nicolas Spiegelberg,Apache HBase,Committer,Facebook 
145,u145,Nikhil Thaker,Apache Axis,Committer,IBM
1132,u1132,Nikhil Thaker,Apache Axis2,Committer,IBM
2536,ni2536,Niklas Quarfot Nielsen,Mesos,NA,Intel
539,niklas,Niklas Therning,Apache James,Committer,Trillian AB
541,niklas,Niklas Therning,Apache James,PMC,Trillian AB
1555,niklas,Niklas Therning,Apache James,Committer,Trillian AB
76,ni0076,Nikolai Tankov,Apache Aries,PMC,SAP
1055,ni1055,Nikolai Tankov,Apache Aries,PMC,SAP
2080,ni2080,Nikolai Tankov,Aries,NA,SAP
532,nzhang,Ning Zhang,Apache Hive,Committer,Facebook
2417,nzhang,Ning Zhang,Hive,NA,Facebook
1531,nzhang,Ning Zhang,Apache Hive,PMC,Facebook 
1954,ndoshi,Nipurn Doshi,Airavata,NA,Indiana University
